issue_name|description_issue|issue_date|artist|printer|print_type|perforation|paper_type|stamp_type|notes|total_printed_issue|market_value_mnh_issue|market_value_used_issue|edifil_code|fesofi_code|motive|face_value|description_stamp|amount_printed_stamp|color|market_value_mnh_stamp|market_value_used_stamp
V Centenario del Nacimiento de Isabel la Católica|Esta serie conmemora el V Centenario del Nacimiento de Isabel la Católica, nacida en 1451. Emitida el 12 de octubre de 1951, esta emisión de correo aéreo celebra la figura de una de las monarcas más influyentes de la historia de España, conocida por su papel en la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el patrocinio del primer viaje de Cristóbal Colón. La serie, compuesta por 5 valores, fue impresa mediante calcografía por la Fábrica Nacional de Moneda y Timbre y destaca por su relevancia histórica y cultural en la filatelia española.|1951-10-12|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Sello de Correo Aéreo||250000.0|7.5|3.75|1099.0|1099.0|Isabel La Católica|1,30 pta|Esta serie conmemora el V Centenario del nacimiento de Isabel I de Castilla (1451-1504). El diseño presenta un retrato de la Reina Isabel la Católica, superpuesto sobre un detalle del monumental cuadro de Francisco Pradilla Ortiz, 'La Rendición de Granada' de 1882. Esta obra, encargada por el Senado español, representa el momento histórico en que Boabdil, el último gobernante nazarí de Granada, entrega las llaves de la ciudad a Fernando e Isabel en 1492, marcando el fin de la Reconquista. El sello destaca específicamente el papel de Isabel en este evento crucial. Emitida como parte de los sellos de 'Correo Aéreo' de 1951.|250000.0|lila rosáceo|1.13|0.45
V Centenario del Nacimiento de Isabel la Católica|Esta serie conmemora el V Centenario del Nacimiento de Isabel la Católica, nacida en 1451. Emitida el 12 de octubre de 1951, esta emisión de correo aéreo celebra la figura de una de las monarcas más influyentes de la historia de España, conocida por su papel en la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el patrocinio del primer viaje de Cristóbal Colón. La serie, compuesta por 5 valores, fue impresa mediante calcografía por la Fábrica Nacional de Moneda y Timbre y destaca por su relevancia histórica y cultural en la filatelia española.|1951-10-12|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Sello de Correo Aéreo||250000.0|7.5|3.75|1100.0|1100.0|Isabel La Católica|1,90 pta|Esta serie conmemora el V Centenario del nacimiento de Isabel I de Castilla (1451-1504). El diseño presenta un retrato de la Reina Isabel la Católica, superpuesto sobre un detalle del monumental cuadro de Francisco Pradilla Ortiz, 'La Rendición de Granada' de 1882. Esta obra, encargada por el Senado español, representa el momento histórico en que Boabdil, el último gobernante nazarí de Granada, entrega las llaves de la ciudad a Fernando e Isabel en 1492, marcando el fin de la Reconquista. El sello destaca específicamente el papel de Isabel en este evento crucial. Emitida como parte de los sellos de 'Correo Aéreo' de 1951.|250000.0|castaño grisáceo|1.5|0.6
V Centenario del Nacimiento de Isabel la Católica|Esta serie conmemora el V Centenario del Nacimiento de Isabel la Católica, nacida en 1451. Emitida el 12 de octubre de 1951, esta emisión de correo aéreo celebra la figura de una de las monarcas más influyentes de la historia de España, conocida por su papel en la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el patrocinio del primer viaje de Cristóbal Colón. La serie, compuesta por 5 valores, fue impresa mediante calcografía por la Fábrica Nacional de Moneda y Timbre y destaca por su relevancia histórica y cultural en la filatelia española.|1951-10-12|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Sello de Correo Aéreo||250000.0|7.5|3.75|1101.0|1101.0|Isabel La Católica|2,30 pta|Este sello de correo aéreo, con un valor facial de 2,30 pesetas y color azul oscuro, forma parte de la serie emitida el 12 de octubre de 1951 para conmemorar el V Centenario del nacimiento de Isabel la Católica. Fue impreso por la Fábrica Nacional de Moneda y Timbre mediante calcografía y grabado por José Luis Sánchez-Toda. El diseño presenta un detalle del célebre cuadro de Francisco Pradilla 'La Rendición de Granada' (1882), destacando la figura de la Reina Isabel I de Castilla. Esta obra fue encargada por el Senado español, donde se conserva actualmente. El sello tiene un formato de 40,9 x 24,9 mm y una perforación de 12 3/4. La tirada total de la serie, a la que pertenece este ejemplar, fue de 250.000 unidades.|250000.0|azul oscuro|0.75|0.3
San Antonio María Claret|Esta emisión de 1951 conmemora la canonización de San Antonio María Claret i Clarà, llevada a cabo por el Papa Pío XII el 7 de mayo de 1950. La serie, compuesta por un único sello, refleja la profunda religiosidad de la España de la época y la importancia de las figuras eclesiásticas en el contexto del régimen franquista. San Antonio María Claret fue una figura clave del siglo XIX español, conocido por su labor misionera, la fundación de la Congregación de los Misioneros Hijos del Inmaculado Corazón de María (Claretianos), su servicio como Arzobispo de Santiago de Cuba y su papel como confesor de la Reina Isabel II. La emisión, impresa por la Fábrica Nacional de Moneda y Timbre mediante calcografía, destaca por su calidad de impresión, característica de los sellos conmemorativos y definitivos de ese periodo.|1951-09-09|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4 x 13 1/4||Sello de correo ordinario||1000000.0|0.85|0.25|1102.0|1102.0|San Antonio María Claret|50 cts|El sello de 50 céntimos representa a San Antonio María Claret i Clarà (Sallent, 23 de diciembre de 1807 – Abadía de Fontfroide, 24 de octubre de 1870). Claret fue un influyente arzobispo español, fundador de la Congregación de los Misioneros Hijos del Inmaculado Corazón de María (Claretianos). Su vida estuvo marcada por una intensa actividad misionera en Cataluña y las Islas Canarias, antes de ser nombrado Arzobispo de Santiago de Cuba en 1850. Posteriormente, regresó a España para servir como confesor de la Reina Isabel II, un cargo que lo expuso a las turbulencias políticas de la época y lo llevó al exilio. Su canonización en 1950 fue un evento significativo para la Iglesia Católica y para España, consolidando su legado como un ferviente evangelizador y reformador.|1000000.0|azul grisáceo|0.85|0.25
Pro Tuberculosos|La serie 'Pro Tuberculosos' de 1951 es una emisión benéfica clásica de la filatelia española, destinada a recaudar fondos para la lucha contra la tuberculosis, una enfermedad que representaba un grave problema de salud pública en la España de posguerra. Estas emisiones anuales eran cruciales para financiar sanatorios y campañas de prevención. La particularidad de esta serie radica en la elección de motivos artísticos de Joaquín Sorolla, uno de los pintores impresionistas españoles más reconocidos, lo que añade un valor cultural y estético a los sellos. La integración de obras de arte en sellos benéficos no solo embellecía la emisión, sino que también buscaba incentivar su adquisición por parte del público, combinando el apoyo a una causa social con la difusión del patrimonio artístico nacional. Cada sello incorpora la Cruz de Lorena, símbolo internacional de la lucha antituberculosa, junto a las reproducciones de las obras de Sorolla.|1951-10-01||Fábrica Nacional de Moneda y Timbre|Huecograbado|13||sello|||1.75|0.85|1103.0|1103.0|«Niños en la Playa» de Sorolla y Cruz de Lorena|5 cts|El sello reproduce el cuadro de Joaquín Sorolla 'Niños a la orilla del mar', realizado en el verano de 1903 y que hoy se encuentra en el Museo Sorolla de Madrid. La obra es un ejemplo sublime del luminismo de Sorolla, capturando la luz vibrante y el movimiento espontáneo de los niños en la playa de Valencia. La Cruz de Lorena, emblema internacional de la lucha contra la tuberculosis, se integra en el diseño, subrayando el propósito benéfico de esta emisión.||carmín y rojo|0.6|0.3
Pro Tuberculosos|La serie 'Pro Tuberculosos' de 1951 es una emisión benéfica clásica de la filatelia española, destinada a recaudar fondos para la lucha contra la tuberculosis, una enfermedad que representaba un grave problema de salud pública en la España de posguerra. Estas emisiones anuales eran cruciales para financiar sanatorios y campañas de prevención. La particularidad de esta serie radica en la elección de motivos artísticos de Joaquín Sorolla, uno de los pintores impresionistas españoles más reconocidos, lo que añade un valor cultural y estético a los sellos. La integración de obras de arte en sellos benéficos no solo embellecía la emisión, sino que también buscaba incentivar su adquisición por parte del público, combinando el apoyo a una causa social con la difusión del patrimonio artístico nacional. Cada sello incorpora la Cruz de Lorena, símbolo internacional de la lucha antituberculosa, junto a las reproducciones de las obras de Sorolla.|1951-10-01||Fábrica Nacional de Moneda y Timbre|Huecograbado|13||sello|||1.75|0.85|1104.0|1104.0|«Niños en la Playa» de Sorolla y Cruz de Lorena|10 cts|Este sello, al igual que el de 5 céntimos, reproduce el cuadro de Joaquín Sorolla 'Niños a la orilla del mar', pintado en el verano de 1903 y conservado en el Museo Sorolla de Madrid. La obra destaca por su magistral representación de la luz mediterránea y la alegría infantil en la playa. La inclusión de la Cruz de Lorena refuerza el carácter benéfico de la emisión, destinada a la financiación de programas contra la tuberculosis.||verde y rojo|0.6|0.3
Pro Tuberculosos|La serie 'Pro Tuberculosos' de 1951 es una emisión benéfica clásica de la filatelia española, destinada a recaudar fondos para la lucha contra la tuberculosis, una enfermedad que representaba un grave problema de salud pública en la España de posguerra. Estas emisiones anuales eran cruciales para financiar sanatorios y campañas de prevención. La particularidad de esta serie radica en la elección de motivos artísticos de Joaquín Sorolla, uno de los pintores impresionistas españoles más reconocidos, lo que añade un valor cultural y estético a los sellos. La integración de obras de arte en sellos benéficos no solo embellecía la emisión, sino que también buscaba incentivar su adquisición por parte del público, combinando el apoyo a una causa social con la difusión del patrimonio artístico nacional. Cada sello incorpora la Cruz de Lorena, símbolo internacional de la lucha antituberculosa, junto a las reproducciones de las obras de Sorolla.|1951-10-01||Fábrica Nacional de Moneda y Timbre|Huecograbado|13||sello|||1.75|0.85|1105.0|1105.0|«Después del Baño» de Sorolla y Cruz de Lorena|25 cts|El sello reproduce el cuadro de Joaquín Sorolla 'Saliendo del Baño', también conocido como 'Después del Baño'. Esta obra, datada en 1915 según la firma del artista, se conserva actualmente en el Museo Sorolla de Madrid. La pintura es un testimonio de la habilidad de Sorolla para capturar la intimidad y la luz en escenas cotidianas de playa. La Cruz de Lorena, símbolo de la campaña antituberculosa, acompaña el motivo principal, destacando la finalidad benéfica de este valor facial.||castaño amarillento y rojo|0.75|0.35
V Centenario del Nacimiento de Fernando el Católico|Esta serie conmemora el quinto centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico, nacido en 1452. Fernando el Católico fue una figura clave en la historia de España, co-gobernante junto a Isabel I de Castilla, y su reinado marcó la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el inicio de la expansión ultramarina con el patrocinio de los viajes de Cristóbal Colón. La emisión de 1952 subraya la importancia histórica de este monarca en la formación de la España moderna y su legado.|1952-05-10|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 1/2 x 13||Sello de Correo Ordinario||375000.0|3.75|1.24|1106.0|1106.0|Fernando El Católico|50 cts|Este sello conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico (10 de mayo de 1452 - 23 de enero de 1516). Fue rey de Aragón entre 1479 y 1516, y rey de Castilla por su matrimonio con Isabel I, formando la unión dinástica que sentó las bases de la España moderna. Su reinado fue crucial para la finalización de la Reconquista con la toma de Granada en 1492, el descubrimiento de América y el inicio de la expansión ultramarina española. También fue una figura clave en la creación de la Inquisición española y en la expulsión de los judíos. La serie de 1952 celebra su legado histórico.|375000.0|verde|0.38|0.2
V Centenario del Nacimiento de Fernando el Católico|Esta serie conmemora el quinto centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico, nacido en 1452. Fernando el Católico fue una figura clave en la historia de España, co-gobernante junto a Isabel I de Castilla, y su reinado marcó la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el inicio de la expansión ultramarina con el patrocinio de los viajes de Cristóbal Colón. La emisión de 1952 subraya la importancia histórica de este monarca en la formación de la España moderna y su legado.|1952-05-10|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 1/2 x 13||Sello de Correo Ordinario||375000.0|3.75|1.24|1107.0|1107.0|Fernando El Católico|75 cts|Este sello conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico (10 de mayo de 1452 - 23 de enero de 1516). Fue rey de Aragón entre 1479 y 1516, y rey de Castilla por su matrimonio con Isabel I, formando la unión dinástica que sentó las bases de la España moderna. Su reinado fue crucial para la finalización de la Reconquista con la toma de Granada en 1492, el descubrimiento de América y el inicio de la expansión ultramarina española. También fue una figura clave en la creación de la Inquisición española y en la expulsión de los judíos. La serie de 1952 celebra su legado histórico.|375000.0|azul oscuro|0.38|0.2
V Centenario del Nacimiento de Fernando el Católico|Esta serie conmemora el quinto centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico, nacido en 1452. Fernando el Católico fue una figura clave en la historia de España, co-gobernante junto a Isabel I de Castilla, y su reinado marcó la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el inicio de la expansión ultramarina con el patrocinio de los viajes de Cristóbal Colón. La emisión de 1952 subraya la importancia histórica de este monarca en la formación de la España moderna y su legado.|1952-05-10|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 1/2 x 13||Sello de Correo Ordinario||375000.0|3.75|1.24|1108.0|1108.0|Fernando El Católico|90 cts|Este sello conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico (10 de mayo de 1452 - 23 de enero de 1516). Fue rey de Aragón entre 1479 y 1516, y rey de Castilla por su matrimonio con Isabel I, formando la unión dinástica que sentó las bases de la España moderna. Su reinado fue crucial para la finalización de la Reconquista con la toma de Granada en 1492, el descubrimiento de América y el inicio de la expansión ultramarina española. También fue una figura clave en la creación de la Inquisición española y en la expulsión de los judíos. La serie de 1952 celebra su legado histórico.|375000.0|lila rojizo|0.38|0.2
V Centenario del Nacimiento de Fernando el Católico|Esta serie conmemora el quinto centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico, nacido en 1452. Fernando el Católico fue una figura clave en la historia de España, co-gobernante junto a Isabel I de Castilla, y su reinado marcó la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el inicio de la expansión ultramarina con el patrocinio de los viajes de Cristóbal Colón. La emisión de 1952 subraya la importancia histórica de este monarca en la formación de la España moderna y su legado.|1952-05-10|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 1/2 x 13||Sello de Correo Ordinario||375000.0|3.75|1.24|1109.0|1109.0|Fernando El Católico|1,50 pta|Este sello conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico (10 de mayo de 1452 - 23 de enero de 1516). Fue rey de Aragón entre 1479 y 1516, y rey de Castilla por su matrimonio con Isabel I, formando la unión dinástica que sentó las bases de la España moderna. Su reinado fue crucial para la finalización de la Reconquista con la toma de Granada en 1492, el descubrimiento de América y el inicio de la expansión ultramarina española. También fue una figura clave en la creación de la Inquisición española y en la expulsión de los judíos. La serie de 1952 celebra su legado histórico.|375000.0|naranja|0.38|0.2
V Centenario del Nacimiento de Fernando el Católico|Esta serie conmemora el quinto centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico, nacido en 1452. Fernando el Católico fue una figura clave en la historia de España, co-gobernante junto a Isabel I de Castilla, y su reinado marcó la unificación de los reinos de Castilla y Aragón, la finalización de la Reconquista y el inicio de la expansión ultramarina con el patrocinio de los viajes de Cristóbal Colón. La emisión de 1952 subraya la importancia histórica de este monarca en la formación de la España moderna y su legado.|1952-05-10|José Luis Sánchez-Toda|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 1/2 x 13||Sello de Correo Ordinario||375000.0|3.75|1.24|1110.0|1110.0|Fernando El Católico|2,80 pta|Sello conmemorativo del V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico (10 de mayo de 1452 - 23 de enero de 1516). Fue rey de Aragón (1479-1516), de Castilla (como Fernando V, 1474-1504) junto a su esposa Isabel I, de Sicilia (1468-1516), de Nápoles (1504-1516) y de Navarra (1512-1516). Hijo de Juan II el Grande, su reinado marcó un periodo crucial en la historia de España, sentando las bases del Estado moderno español. Este sello, con un valor facial de 2,80 pesetas, forma parte de una serie de Correo Ordinario emitida en 1952, grabada por José Luis Sánchez-Toda e impresa en huecograbado por la Fábrica Nacional de Moneda y Timbre.|375000.0|castaño oscuro|0.75|0.26
V Centenario del nacimiento de Fernando el Católico|Esta serie de sellos de correo aéreo, emitida el 12 de octubre de 1952, conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico. La emisión celebra la figura de uno de los monarcas más importantes de la historia de España, cuyo reinado, junto al de Isabel I de Castilla, marcó el inicio de la España moderna y la unificación de los reinos peninsulares.|1952-10-12||Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Correo aéreo||375000.0|3.0|1.31|1111.0|1111.0|Fernando El Católico|60 cts|El sello reproduce la obra de Ricardo Balaca titulada 'Colón recibido por los Reyes Católicos al regreso de su primer viaje a América', pintada en 1874. Esta emisión de Correo Aéreo de 1952 conmemora el V Centenario del nacimiento de Fernando el Católico, una figura clave en la unificación de España y el patrocinio de los viajes de descubrimiento. En la viñeta, podemos observar al marino genovés Cristóbal Colón presentando sus hallazgos a la Reina Isabel I de Castilla y al Rey Fernando II de Aragón, simbolizando el encuentro de dos mundos y el inicio de la expansión española. La escena, rica en detalles históricos y artísticos, captura un momento trascendental de la historia de España.|375000.0|verde grisáceo|0.6|0.2
V Centenario del nacimiento de Fernando el Católico|Esta serie de sellos de correo aéreo, emitida el 12 de octubre de 1952, conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico. La emisión celebra la figura de uno de los monarcas más importantes de la historia de España, cuyo reinado, junto al de Isabel I de Castilla, marcó el inicio de la España moderna y la unificación de los reinos peninsulares.|1952-10-12||Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Correo aéreo||375000.0|3.0|1.31|1112.0|1112.0|Fernando El Católico|90 cts|El sello reproduce la obra de Ricardo Balaca titulada 'Colón recibido por los Reyes Católicos al regreso de su primer viaje a América', pintada en 1874. Esta emisión de Correo Aéreo de 1952 conmemora el V Centenario del nacimiento de Fernando el Católico, una figura clave en la unificación de España y el patrocinio de los viajes de descubrimiento. En la viñeta, podemos observar al marino genovés Cristóbal Colón presentando sus hallazgos a la Reina Isabel I de Castilla y al Rey Fernando II de Aragón, simbolizando el encuentro de dos mundos y el inicio de la expansión española. La escena, rica en detalles históricos y artísticos, captura un momento trascendental de la historia de España.|375000.0|amarillo anaranjado|0.75|0.3
V Centenario del nacimiento de Fernando el Católico|Esta serie de sellos de correo aéreo, emitida el 12 de octubre de 1952, conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico. La emisión celebra la figura de uno de los monarcas más importantes de la historia de España, cuyo reinado, junto al de Isabel I de Castilla, marcó el inicio de la España moderna y la unificación de los reinos peninsulares.|1952-10-12||Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Correo aéreo||375000.0|3.0|1.31|1113.0|1113.0|Fernando El Católico|1,30 pta|El sello reproduce la obra de Ricardo Balaca titulada 'Colón recibido por los Reyes Católicos al regreso de su primer viaje a América', pintada en 1874. Esta emisión de Correo Aéreo de 1952 conmemora el V Centenario del nacimiento de Fernando el Católico, una figura clave en la unificación de España y el patrocinio de los viajes de descubrimiento. En la viñeta, podemos observar al marino genovés Cristóbal Colón presentando sus hallazgos a la Reina Isabel I de Castilla y al Rey Fernando II de Aragón, simbolizando el encuentro de dos mundos y el inicio de la expansión española. La escena, rica en detalles históricos y artísticos, captura un momento trascendental de la historia de España.|375000.0|lila rosáceo|0.9|0.4
V Centenario del nacimiento de Fernando el Católico|Esta serie de sellos de correo aéreo, emitida el 12 de octubre de 1952, conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico. La emisión celebra la figura de uno de los monarcas más importantes de la historia de España, cuyo reinado, junto al de Isabel I de Castilla, marcó el inicio de la España moderna y la unificación de los reinos peninsulares.|1952-10-12||Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Correo aéreo||375000.0|3.0|1.31|1114.0|1114.0|Fernando El Católico|1,90 pta|El sello reproduce la obra de Ricardo Balaca titulada 'Colón recibido por los Reyes Católicos al regreso de su primer viaje a América', pintada en 1874. Esta emisión de Correo Aéreo de 1952 conmemora el V Centenario del nacimiento de Fernando el Católico, una figura clave en la unificación de España y el patrocinio de los viajes de descubrimiento. En la viñeta, podemos observar al marino genovés Cristóbal Colón presentando sus hallazgos a la Reina Isabel I de Castilla y al Rey Fernando II de Aragón, simbolizando el encuentro de dos mundos y el inicio de la expansión española. La escena, rica en detalles históricos y artísticos, captura un momento trascendental de la historia de España.|375000.0|castaño grisáceo|1.1|0.45
V Centenario del nacimiento de Fernando el Católico|Esta serie de sellos de correo aéreo, emitida el 12 de octubre de 1952, conmemora el V Centenario del nacimiento de Fernando II de Aragón, conocido como Fernando el Católico. La emisión celebra la figura de uno de los monarcas más importantes de la historia de España, cuyo reinado, junto al de Isabel I de Castilla, marcó el inicio de la España moderna y la unificación de los reinos peninsulares.|1952-10-12||Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4||Correo aéreo||375000.0|3.0|1.31|1115.0|1115.0|Fernando El Católico|2,30 pta|El sello reproduce la obra de Ricardo Balaca titulada 'Colón recibido por los Reyes Católicos al regreso de su primer viaje a América', pintada en 1874. En la viñeta, podemos observar al marino genovés Cristóbal Colón siendo recibido por los Reyes Católicos, Fernando II de Aragón e Isabel I de Castilla, tras su exitoso primer viaje al Nuevo Mundo. Esta emisión, parte de la serie del V Centenario del nacimiento de Fernando el Católico, fue emitida el 12 de octubre de 1952 como sello de correo aéreo, destacando el papel del monarca en la financiación de las expediciones colombinas y la expansión del Imperio Español.|375000.0|azul oscuro|0.83|0.34
XXXV Congreso Eucarístico de Barcelona|Esta serie conmemora el XXXV Congreso Eucarístico Internacional celebrado en Barcelona en 1952. Este evento de gran relevancia religiosa y social atrajo a numerosos fieles y dignatarios eclesiásticos de todo el mundo, consolidando la imagen de España como nación profundamente católica durante el régimen franquista. La emisión filatélica destaca la importancia de la Eucaristía y rinde homenaje a figuras y obras de arte relacionadas con este sacramento.|1952-05-26||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 13 1/4||sello|Serie común de la época, sin errores conocidos de relevancia filatélica.|20000000.0|1.5|0.65|1116.0|1116.0|Santa María Micaela|90 cts|Santa María Micaela del Santísimo Sacramento (María Micaela Desmaisières y López de Dicastillo, Vizcondesa de Jorbalán) fue una mujer heroica nacida en Madrid, España, en 1809. Fundadora de las Adoratrices Esclavas del Santísimo Sacramento y de la Caridad, fue canonizada en 1934. La estampilla la representa en una pose de devoción, reflejando su profunda fe en la Eucaristía, tema central del congreso.|10000000.0|carmín oscuro|0.75|0.3
XXXV Congreso Eucarístico de Barcelona|Esta serie conmemora el XXXV Congreso Eucarístico Internacional celebrado en Barcelona en 1952. Este evento de gran relevancia religiosa y social atrajo a numerosos fieles y dignatarios eclesiásticos de todo el mundo, consolidando la imagen de España como nación profundamente católica durante el régimen franquista. La emisión filatélica destaca la importancia de la Eucaristía y rinde homenaje a figuras y obras de arte relacionadas con este sacramento.|1952-05-26||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 13 1/4||sello|Serie común de la época, sin errores conocidos de relevancia filatélica.|20000000.0|1.5|0.65|1117.0|1117.0|«La Eucaristía» de Tiepolo|1 pta|Esta estampilla reproduce la obra «La Eucaristía» de Giovanni Battista Tiepolo. Originalmente pintado para el altar mayor de la iglesia del convento de San Pascual en Aranjuez, el lienzo representa una visión de San Pascual Bailón adorando la Eucaristía. Es una elección apropiada para un Congreso Eucarístico, destacando una obra maestra del arte religioso que simboliza la devoción al sacramento.|10000000.0|verde oscuro|0.9|0.4
IV Centenario de San Francisco Javier|"La emisión del ""IV Centenario de San Francisco Javier"" conmemora el 400 aniversario de la muerte de San Francisco Javier, una figura central en la historia temprana de la Compañía de Jesús (Jesuitas) y un misionero de renombre. Nacido en Navarra, España, en 1506, fue uno de los primeros compañeros de Ignacio de Loyola y desempeñó un papel crucial en la difusión del cristianismo en Asia, particularmente en India, el sudeste asiático y Japón. Su fallecimiento ocurrió el 3 de diciembre de 1552, frente a las costas de China. Esta serie, emitida en 1952, refleja los lazos históricos y religiosos de España con su herencia católica y su veneración por sus santos, especialmente aquellos con un legado misionero significativo. El sello, al ser una emisión de correo aéreo, también subraya la importancia de la comunicación rápida y el alcance global, quizás vinculando sutilmente con los extensos viajes de San Francisco Javier."|1952-07-03||Fábrica Nacional de Moneda y Timbre|Calcografía|12 3/4 x 13 1/4||Correo aéreo||1000000.0|0.75|0.25|1118.0|1118.0|San Francisco Javier|2 pta|Francisco de Jaso y Azpilicueta, universalmente conocido como San Francisco Javier, nació en el Castillo de Javier, Navarra, el 7 de abril de 1506. Fue cofundador de la Compañía de Jesús y un pionero misionero católico romano. Sus extensos esfuerzos de evangelización lo llevaron a través del Imperio Portugués, particularmente a la India, el Archipiélago Malayo y Japón. Falleció el 3 de diciembre de 1552, en la isla de Sanchón, China, mientras intentaba entrar en el continente chino. Este sello conmemora el 400 aniversario de su muerte, honrando su legado como uno de los más grandes misioneros de la historia cristiana. El diseño suele representar al santo, a menudo en una pose que refleja su celo misionero o sosteniendo un crucifijo.|1000000.0|azul oscuro|0.75|0.25
Doctores Cajal y Ferran|Esta serie conmemora a dos figuras cumbres de la ciencia española: Santiago Ramón y Cajal y Jaime Ferran y Clua. Emitida el 8 de julio de 1952, la emisión rinde homenaje a sus fundamentales contribuciones a la medicina y la bacteriología. Ramón y Cajal, Premio Nobel, es célebre por su revolucionario trabajo sobre el sistema nervioso, mientras que Ferran es reconocido por sus descubrimientos de vacunas. La serie refleja el reconocimiento de España a su patrimonio científico y a la importancia de la investigación médica.|1952-07-08||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 13 1/4||Correo ordinario||10000000.0|1.5|0.6|1119.0|1119.0|Santiago Ramón y Cajal|2 pta|Santiago Ramón y Cajal (Petilla de Aragón, Navarra, 1 de mayo de 1852 – Madrid, 17 de octubre de 1934) fue un eminente médico, histólogo y neurocientífico español, galardonado con el Premio Nobel de Fisiología o Medicina en 1906. Es universalmente reconocido como el padre de la neurociencia moderna por su revolucionaria 'doctrina de la neurona', que postulaba que el cerebro está compuesto por unidades individuales y discretas (neuronas) que se comunican entre sí, en contra de la teoría reticularista predominante en su época. Su meticuloso trabajo en histología y anatomía patológica microscópica transformó la comprensión del sistema nervioso.|5000000.0|azul|0.75|0.25
Doctores Cajal y Ferran|Esta serie conmemora a dos figuras cumbres de la ciencia española: Santiago Ramón y Cajal y Jaime Ferran y Clua. Emitida el 8 de julio de 1952, la emisión rinde homenaje a sus fundamentales contribuciones a la medicina y la bacteriología. Ramón y Cajal, Premio Nobel, es célebre por su revolucionario trabajo sobre el sistema nervioso, mientras que Ferran es reconocido por sus descubrimientos de vacunas. La serie refleja el reconocimiento de España a su patrimonio científico y a la importancia de la investigación médica.|1952-07-08||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 13 1/4||Correo ordinario||10000000.0|1.5|0.6|1120.0|1120.0|Jaime Ferran y Clua|4,50 pta|Jaime Ferran y Clua (Corbera de Ebro, Tarragona, 1 de febrero de 1851 – Barcelona, 22 de noviembre de 1929) fue un ilustre médico y bacteriólogo español, pionero en el campo de la microbiología y la vacunación. Es célebre por sus descubrimientos de vacunas contra enfermedades infecciosas, destacando su trabajo en la vacuna contra el cólera en 1885, que generó un intenso debate científico internacional. También realizó importantes investigaciones sobre la rabia, la tuberculosis y la difteria, contribuyendo significativamente a la salud pública y sentando las bases de la bacteriología moderna en España.|5000000.0|castaño rojizo|1.3|0.4
