issue_year|issue_date|fesofi_code|edifil_code|issue_name|stamp_name|stamp_face_value|stamp_size|stamp_color|stamp_perforation|stamp_artist|stamp_print_type|stamp_printer|stamp_amount_printed|number_of_stamps_in_issue|issue_description
1995|1995/04/07|3391|3351|Barcos de Época|Sello H.B. Navío San Telmo|30 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|1.500.000|8|El San Telmo se construyó en el Ferrol en 1788. En 1810 combatió en el Mediterráneo al corso francés y nueve años más tarde salió de Cádiz mandado por el capitán de navío D. Joaquín Toledo, formando parte de la división del Mar del Sur del brigadier Rosendo Porlier. Desapareció a la altura del Cabo de Hornos a consecuencia de un temporal, cerca de la isla Livingstone de las Shetland del Sur, en el continente antártico.
1995|1995/04/21|3392|3354|Año Jubilar Lebaniego|Santo Toribio de Liébana|30 pta|33,2 x 33,2 mm|multicolor|13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|2|Un obispo de Astorga, Santo Toribio, seguramente lebaniego, llevó a las Asturias de Santillana, al cenobio de Liébana, la más preciada reliquia que un cristiano puede contemplar: un fragmento de la verdadera cruz de Cristo que en el monasterio se sigue venerando desde entonces e hizo del monasterio posada de peregrinos que en los siglos siguientes acudían al sepulcro de Santiago por el camino de la Montaña, un abad, San Beato, cristiano refugiado en la Montaña, tras la invasión de los musulmanes, con erudición poco común en su época, polemiza con Elipando, Primado de España, con sus comentarios secos y rotundos del Apocalipsis. Estremecen tanto a los pocos que sabían leer como a los más que los interpretan por los dibujos del pintor Ovieco, transfiguración plástica del texto, dentro de la mejor tradición miniaturista de flamencos y franceses.
1995|1995/04/21|3393|3355|Año Jubilar Lebaniego|Picos de Europa (Turieno)|60 pta|33,2 x 33,2 mm|multicolor|13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|2|Turieno es una localidad del municipio de Camaleño (Cantabria). En el año 2008 tenía 99 habitantes (INE). La localidad está ubicada a 330 m sobre el nivel del mar, en terreno áspero y desigual; dista 4 kilómetros de la capital municipal, Camaleño. Tuvo en los siglos IX-X dos monasterios: uno dedicado a San Adrián y Santa Natalia, y otro bajo la advocación de San Justo. De su patrimonio arquitectónico destaca la iglesia parroquial dedicada a Nuestra Señora (siglo XVII). Además, en algunas casonas pueden verse escudos, en concreto de Otero y Cossío y otra de Floranes. Aquí nació Francisco Otero y Cossío, religioso que vivió a finales del siglo XVII, que fue arzobispo y Capitán general de Nueva Granada. El Diccionario Madoz refleja como otro nombre de esta localidad el de Santibáñez. El 6 de agosto celebra la fiesta de San Salvador y, el 15, Nuestra Señora.
1995|1995/04/27|3394|3356|Literatura española|El niño yuntero (Miguel Hernández)|19 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|2.500.000|2|Miguel Hernández nace en Orihuela en 1910. Viene al sello de la mano de un poema publicado en su libro «Viento del Pueblo», en 1937, seguramente escrito años antes y en el que recuerda su infancia, que fue pastor y cabrero antes que excelente poeta y se autobiografía en su «Niño Yuntero». Le mató la tuberculosis en 1942, enfermo como Bécquer y preso como Quevedo. En vida corta dejó obra larga y profunda que ha de figurar como señera entre lo mejor de la generación llamada del 27.
1995|1995/04/27|3395|3357|Literatura española|Juanita La Larga (Juan Varela)|30 pta|28,8 x 40,9 mm|azul oscuro y verde|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|2.500.000|2|Don Juan Valera (1824-1905), nacido en Cabra de buena cuna, diplomático de carrera, transita dar de medio mundo; conocedor temprano del realismo literario y en sus últimos años del simbolismo. Los personajes masculinos de sus novelas quedan desvaídos al lado del trato psicológico y la profundidad que da a sus figuras femeninas, así Juanita la Larga, obra de madurez que rememora su infancia en Villa alegre, su Cabra natal, que retrata de viejo lo que de niño vio. Valera se murió de viejo diez años después.
1995|1995/04/28|3396|3358|Efemérides|Centenario José Martí|60 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|1|José Martí nació en La Habana en 1853, de padre y madre españoles, levantinos de origen y de escasos recursos con la ayuda de amigos y familiares pudo sufragar sus primeros estudios y a la vez sus escritos que le llevaron preso a isla de Pinos y deportado a España. Aquí encontró cobijo en casa de un amigo asturiano, Valdés, indiano acomodado que pagó sus estudios superiores y le transitó por Paris, Londres y Nueva York, siempre defendiendo en sus escritos la independencia de Cuba, que consideraba su tierra, como articulista político y ensayista del mismo género. De su calidad de poeta excelente, popular en sus Versos sencillos, no cabe duda porque se siguen recitando y cantando. Su muerte, cantada como heroica, en Dos Ríos en 1895, recuerda en cierto modo la de Bobes, el León de los Llanos, alanceado por la espalda por uno de sus infieles.
1995|1995/05/04|3397|3359|Comics Españoles|El Capitán Trueno (Mora/Ambrós)|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|2|El Capitán Trueno es una serie de historietas de aventuras, creada en 1956 por el guionista Víctor Mora Pujadas y el dibujante Miguel Ambrosio Zaragoza (Ambrós). El protagonista es el Capitán Trueno, un caballero español de la Edad Media en tiempos de la Tercera Cruzada (postrimerías del siglo XII). Acompañado por sus amigos Goliath y Crispín y, en ocasiones, también por Sigrid, novia de Trueno y Reina de la Isla de Thule, se dedica a recorrer el mundo en busca de aventuras que le permitan plasmar su condición de luchador por el débil, defensor de la justicia y liberador de los oprimidos.
1995|1995/05/04|3398|3360|Comics Españoles|Carpanta (Escobar)|60 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|2|Carpanta es un personaje de historietas creado por el dibujante español José Escobar Saliente, Escobar y que apareció por primera vez en la revista Pulgarcito en 1947. El nombre del personaje procede de la voz coloquial «carpanta», que significa, según el Diccionario de la lengua española, «hambre violenta». Calmar el hambre es el único objetivo de Carpanta en todas sus historietas, y su empeño resulta constantemente frustrado. La serie refleja las durísimas circunstancias de la España de posguerra, aunque el tono de crítica social es bastante comedido, para eludir problemas con la censura franquista
1995|1995/05/05|3399|3361|Europa CEPT|Paz y libertad|60 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|5.000.000|1|El tema elegido para este año para la serie Europa es Paz y Libertad. El sello que el Correo español emite en esta emisión, en diseño excelente del equipo de la FNMT, pinta en símbolo el espíritu que le anima: las cadenas que en este caso no son de esclavitud, sino de unión, y el laurel, ramas de paz.
1995|1995/05/12|3400|3362|Efemérides|Centenario del cinematógrafo (Hermanos Lumière)|19 pta|40,9 x 28,8 mm|castaño oscuro|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|2.500.000|2|Louise Lumiére. Inventor y pionero del cine francés (Besanlon, 1864-Bandol, 1948), hijo de un fabricante de placas fotográficas, consiguió con su hermano Augusle (Besanlon, «1862-Lyón, 1954), que mantenía contacto con otros iniciadores, la técnica del garfio, que aún se llama así, mecanismo que permite el avance continuado de los fotogramas dándoles movimiento. El invento se presentó en Paris, en marzo de 1895, en la calle Rennes, en una sesión dedicada al impulso de la industria nacional. Del éxito queda buena constancia en el cine de hoy. De su filmografía siguen siendo de pase obligado en cines de estudio sus obras: Salidas de los obreros de la fábrica, La llegada del tren, La partida de naipes, y así hasta más de una veintena.
1995|1995/05/12|3401|3363|Efemérides|Centenario Asociación Prensa Madrid|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|2.500.000|2|La Asociación de la Prensa nace como entidad asistencial por una real orden que el entonces ministro de la Gobernación, Augusto González Besada, firmó el 10 de febrero de 1905, si bien es cierto que funcionaba desde el 31 de mayo de 1895 como institución que defendía sus intereses. Su primer presidente, nombrado por aclamación, fue Miguel Moya. En abril de 1930 dispone la Asociación, por primera vez, de local propio, el Palacio de la Prensa, inaugurado por Don Alfonso XIII y Doña Victoria Eugenia. La Asociación de la Prensa, en su centenario ha alcanzado un merecido prestigio dentro de la sociedad española.
1995|1995/06/02|3402|n/a|Deportes Olímpicos|H.B. Olímpicos de Plata|14 x 30 pta|163,6 x 144 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|El significado más habitual de atleta (del griego antiguo athlos, que significaba «competición») es el de una persona que posee una capacidad física, fuerza, agilidad, o resistencia superior a la media y, en consecuencia, es apto para actividades físicas, especialmente para las competitivas. En contextos más específicos, un atleta es quien práctica el atletismo, o participaba en los antiguos Juegos Olímpicos
1995|1995/06/02|3403|3364|Deportes Olímpicos|Sello H.B. Atletismo|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de plata en 50 kilómetros marca para Jordi Llopart en Moscú 1980.
1995|1995/06/02|3404|3365|Deportes Olímpicos|Sello H.B. Baloncesto|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de plata en baloncesto para el equipo español en Los Ángeles 1984.
1995|1995/06/02|3405|3366|Deportes Olímpicos|Sello H.B. Boxeo|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de plata en boxeo, peso pluma, para Faustino Reyes López en Barcelona 1992.
1995|1995/06/02|3406|3367|Deportes Olímpicos|Sello H.B. Fútbol|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de plata en fútbol para el equipo español en Amberes 1920.
1995|1995/06/02|3407|3368|Deportes Olímpicos|Sello H.B. Gimnasia rítmica|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de plata en Gimnasia rítmica para Carolina Pascual García en Barcelona 1992.
1995|1995/06/02|3408|3369|Deportes Olímpicos|Sello H.B. Hípica|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de plata en Hípica (Premio de las Naciones) en Londres 1948.
1995|1995/06/02|3409|3370|Deportes Olímpicos|Sello H.B. Hockey Hierba|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de plata en Hockey sobre Hierba para el equipo español masculino en Moscú 1980.
1995|1995/06/02|3410|3371|Deportes Olímpicos|Sello H.B. Piragüismo|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medallas de plata Piragüismo: en K-4/1.000 para José María Esteban Celobrio, José Ramón López Díaz-Flor, Herminio Menéndez Rodríguez y Luis Gregorio Ramos Misione en Montreal 1976 y en K-2/500 para Herminio Menéndez Rodríguez y Guillermo del Riego Gordón en Moscú 1980.
1995|1995/06/02|3411|3372|Deportes Olímpicos|Sello H.B. Polo|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de Plata en Polo para el equipo español en Amberes 1920.
1995|1995/06/02|3412|3373|Deportes Olímpicos|Sello H.B. Remo|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de Plata en Remo a 2 sin timonel para Fernando Climent Huerta y Luis María Lasúrtegui Berridi en Los Ángeles 1984.
1995|1995/06/02|3413|3374|Deportes Olímpicos|Sello H.B. Tenis|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de Plata en Tenis (dobles masculino) a Emilio Sánchez Vicario y Sergio Casal Martínez en Seúl 1988; en dobles femenino a Conchita Martínez y Arantxa Sánchez Vicario y en individual masculino a Jordi Arrese Castañé en Barcelona 1992.
1995|1995/06/02|3414|3375|Deportes Olímpicos|Sello H.B. Tiro olímpico|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de Plata en tiro de pichón a Pedro Pidal y Bernaldo de Quirós en París 1900 (Primer medallista español) y en Pistola 50 m. a Ángel León Gozalo en Helsinki 1952
1995|1995/06/02|3415|3376|Deportes Olímpicos|Sello H.B. Vela|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de Plata en Vela (clase Dinghy) a Antonio Gorostegui Ceballos y Pedro Luis Millet Soler en Montreal 1976 y en (Clase Europa) a Natalia Vía Dufresne en Barcelona 1992.
1995|1995/06/02|3416|3377|Deportes Olímpicos|Sello H.B. Water-polo|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|14|Medalla de Plata en Waterpolo al equipo español masculino en Barcelona 1992.
1995|1995/06/05|3417|n/a|S M. Don Juan Carlos I|H.B. S.M Don Juan Carlos I, 4 sellos con dos viñetas en medio|10,19,30,60 pta|64,5 x 24,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/06/05|3418|3378|S M. Don Juan Carlos I|Sello H.B. S.M Don Juan Carlos I, con dos viñetas en medio|10 pta|21,5 x 24,9 mm|rojo vinoso y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/07/03|3418A|3378|S M. Don Juan Carlos I|S.M Don Juan Carlos I|10 pta|21,5 x 24,9 mm|rojo vinoso y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|Ilimitada|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/06/05|3419|3379|S M. Don Juan Carlos I|Sello H.B. S.M Don Juan Carlos I, con dos viñetas en medio|19 pta|21,5 x 24,9 mm|castaño y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/01/03|3419A|3479|S M. Don Juan Carlos I|S M Don Juan Carlos I|19 pta|21,5 x 24,9 mm|castaño y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|Ilimitada|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/06/05|3420|3380|S M. Don Juan Carlos I|Sello H.B. S.M Don Juan Carlos I, con dos viñetas en medio|30 pta|21,5 x 24,9 mm|azul cobalto y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/01/03|3420A|3380|S M. Don Juan Carlos I|S.M Don Juan Carlos I|30 pta|21,5 x 24,9 mm|azul cobalto y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|Ilimitada|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/06/05|3421|3381|S M. Don Juan Carlos I|Sello H.B. S.M Don Juan Carlos I, con dos viñetas en medio|60 pta|21,5 x 24,9 mm|castaño anaranjado y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/07/03|3421A|3381|S M. Don Juan Carlos I|S.M Don Juan Carlos I|60 pta|21,5 x 24,9 mm|castaño anaranjado y oro|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|Ilimitada|4|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/06/26|3422|3382|Organismos Internacionales|50 Aniv. Naciones Unidas|60 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|5.000.000|3|La Organización de las Naciones Unidas (ONU) nació oficialmente el 24 de octubre de 1945 como organismo internacional concebido para mantener la paz entre las naciones, salidas de la guerra más sangrienta sufrida por la Humanidad, y promover y fomentar las relaciones de cooperación y amistad entre todos los países del mundo. El sello recuerda la intervención de S.M. el Rey de España, Don Juan Carlos I en la Asamblea General de septiembre de 1986, en su XLI periodo de sesiones.
1995|1995/06/26|3423|3383|Organismos Internacionales|50 Aniv. Organización Naciones Unidas Agricultura y alimentación|60 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|5.000.000|3|La FAO (Organización de las Naciones Unidas para la Agricultura y la Alimentación) se creó en 1945 con objeto de mejorar el nivel de nutrición de los países más desabastecidos y dotarlos de los medios necesarios que alivien sus hambres endémicas con el cultivo racional de sus tierras y ganados, superando los métodos ancestrales; y también trasladar tecnología a los que están en vías de desarrollo, para una mejor utilización de sus recursos naturales.
1995|1995/06/26|3424|3384|Organismos Internacionales|XX Aniv. Organización Mundial Turismo|60 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|5.000.000|3|La Organización Mundial del Turismo (OMT), aunque vinculada a la ONU, es independiente de ella y es la principal organización internacional en el campo del turismo. Tiene su sede en Madrid y se ocupa de convertir el turismo en medio de comunicación y vehículo de paz por vía del conocimiento directo entre los pueblos; es también un instrumento de desarrollo económico y cultural que contribuye de modo notable a la comprensión entre las personas de todas las razas y países.
1995|1995/07/01|3425|3385|Presidencia Española Unión Europea|Logotipo|60 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|10.000.000|1|El parto largo de la unidad europea que se inició con el Tratado de Roma (25-III-57), por el que se creaba la CEE, Comunidad Económica Europea, tras un largo camino de pactos y negociaciones, se ha convertido en la Unión Europea, abierta a todos los países que quieran participar en el proyecto común. Sus órganos de gobierno se basan en dos pilares fundamentales: el Consejo y el Parlamento que periódicamente se remozan en hombres y partidos representativos de cada país, más una comisión formada por 17 miembros independientes que propone las leyes comunitaria y vela por el respeto de los tratados y administra y controla las políticas comunes; con ella un Tribunal de Justicia garantiza la interpretación del derecho comunitario y resuelve los problemas que de él puedan derivarse. El Consejo, compuesto por 15 miembros -un ministro por gobierno-, que adopta las decisiones es el órgano ejecutivo y su composición varía según el tema tratado (ministros de Agricultura, de Hacienda, etc.). La reunión de los Jefes de Estado y de Gobierno, al menos dos veces por año, constituye el verdadero Consejo y es la que da el mayor impulso a las políticas comunitarias. Su relación permanente y paritaria con el Parlamento conjunta el poder ejecutivo con el legislativo y equilibra las decisiones. En la próxima legislatura -se renueva el Consejo cada dos años y medioa-, corresponde a España la Presidencia de la Unión Europea.
1995|1995/09/04|3426|3386|IV Conferencia Internacional sobre la mujer|Acción para igualdad, el desarrollo y la paz|60 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|1|El papel atribuido tradicionalmente y el desempeñado por la mujer en la sociedad no se debe tanto a la diferenciación biológica de los sexos, cuanto a su condicionamiento social. Valorar el protagonismo histórico de la mujer en el contexto de la historia de España en su aspecto social, cultural y antropológico requiere reseñar el papel especifico que en cada época tuvo asignado. El Correo español emite este sello, con ocasión de la IV Conferencia Sobre La Mujer que se celebrará en Pekín en el próximo otoño.
1995|1995/09/05|3427|3388|17 Conferencia Internacional de Cartografía|H.B. Atlas nacional de España y globo terráqueo|1,30 pta|Hoja 105 x 70 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|1|Un acuerdo ministerial de 13- VI-86 decidió realizar un Atlas Nacional de España y se encomendó el trabajo a la Dirección General del Instituto Geográfico. A lo largo de las sucesivas Conferencias de la Asociación Cartográfica Internacional: Budapest, la 14; Bournemouth la 15 y Colonia la 16, se ha venido explicando el desarrollo del proyecto español, ahora prácticamente rematado y aún así abierto a nuevos avances. En estos momentos se están abordando los índices toponímicos y generales. El Correo español con esta emisión de una hoja bloque quiere conmemorar la decimoséptima Conferencia Internacional de Cartografía y la culminación del excelente trabajo del Instituto Geográfico Nacional, del que se reproduce en el motivo del sello la portada de uno de los tomos del Atlas Nacional de España.
1995|1995/09/05|3428|3387|17 Conferencia Internacional de Cartografía|Sello H.B. Globo terráqueo|1,30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.000.000|1|Un acuerdo ministerial de 13- VI-86 decidió realizar un Atlas Nacional de España y se encomendó el trabajo a la Dirección General del Instituto Geográfico. A lo largo de las sucesivas Conferencias de la Asociación Cartográfica Internacional: Budapest, la 14; Bournemouth la 15 y Colonia la 16, se ha venido explicando el desarrollo del proyecto español, ahora prácticamente rematado y aún así abierto a nuevos avances. En estos momentos se están abordando los índices toponímicos y generales. El Correo español con esta emisión de una hoja bloque quiere conmemorar la decimoséptima Conferencia Internacional de Cartografía y la culminación del excelente trabajo del Instituto Geográfico Nacional, del que se reproduce en el motivo del sello la portada de uno de los tomos del Atlas Nacional de España.
1995|1995/09/15|3429|3389|Universidad de Santiago de Compostela|Claustro (estilo románico) y maza en plata|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|1|En 1495, dos familias de renombre en la ciudad santiaguina, los Marzoa y los Fonseca, crearon y apoyaron, desde la Judicatura y desde la Iglesia y la Universidad; Lope Gómez de Marzoa, notario y regidor creó un Colegio de Gramática, que se convertirla en el Estudio Viejo y ya en 1504 en el Estudio General, reconocido así por una bula del Papa Julio II. El Arzobispo de Compostela Alonso de Fonseca dio el impulso final a la Universidad estableciendo el Colegio Santiago Alteo, hoy Colegio Fonseca, sede actual de la Biblioteca General, que refrendaron Papas y Reyes, hasta alcanzar su condición de Real Universidad, bajo el Patronazgo de FelipeII, que confirmaría en 1771 Carlos III ratificando todos sus privilegios y su escudo de armas, rematado por la Corona Real. El Arzobispo Fonseca fundó, asimismo el Colegio de San Jerónimo que daba albergue a los estudiantes sin recursos de las diócesis gallegas. Desde 1974 «O Pazo de San Xerome» es sede del Rectorado de la Universidad. El sello reproduce el lema de la conmemoración y la magnífica portada de estilo románico, procedente del antiguo Hospital de la Azabacheria, artesanía tan ligada a la ciudad y al santo.
1995|1995/09/29|3430|3390|Patrimonio Mundial de la Humanidad|Real Monasterio de Santa María de Guadalupe|60 pta|33,2 x 48,9 mm|castaño|13 1/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|2.500.000|2|El Real Monasterio de Santa María de Guadalupe nació a raíz del hallazgo de la imagen por un pastor, hacia 1329; así consta en documentos reales de Alfonso XI que fue su gran protector e iniciador de la casa religiosa que se construye en el valle del rio Guadalupe, al que debe su nombre. Con los siglos y siempre favorecida por los reyes y el favor popular, se agranda su arquitectura y se enriquece con obras de arte que llegan a convertirle en uno de los museos religiosos más importantes de su época. Aún hoy, a pesar de las depredaciones producidas en guerras y revoluciones, constituye un verdadero tesoro. Los primeros descubridores llevaron a las Américas la advocación de la Virgen de Guadalupe, primero a las Antillas, luego a México y después a todo el Nuevo Mundo
1995|1995/09/29|3431|3391|Patrimonio Mundial de la Humanidad|Camino de Santiago de Compostela|60 pta|48,9 x 33,2 mm|multicolor|13 1/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|2.500.000|2|El Camino de Santiago es la conjunción de todas las rutas que, desde Europa, por tierra y por mar confluían en el llamado camino francés que discurría por las antiguas calzadas romanas que buscaban el Finisterre. La atracción de Santiago sembró todo el norte de España de capillas, hospitales de peregrinos, lacerias, de las que muchas se conservan y son joyas y testimonios de la arquitectura menor medieval. Por el Camino pasó toda la cultura europea del alto y bajo Medievo y recogieron los peregrinos en su tránsito, la cultura española.
1995|1995/10/06|3432|3393|Exfilna 95|H.B. «El Cenachero»|1,30 pta|Hoja 105 x 70 mm|verde grisáceo|13 3/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|2.000.000|1|La hoja bloque recoge, a la vez que la celebración de la EXFILNA, el centenario de una de las asociaciones filatélicas más antiguas de nuestro país: el Circulo Filatélico y Numismática de Málaga, fundado en 1895. El centro de la hoja, su sello, lleva como único motivo al Cenachero, vendedor ambulante muy popular en tierras malagueñas, portador del cenacho, espuerta de esparto o palma, donde lleva el pescado, le adornan otros motivos monumentales de la ciudad.
1995|1995/10/06|3433|3392|Exfilna 95|Sello H.B. «La Farola» y «El Cenachero»|1,30 pta|28,8 x 40,9 mm|verde grisáceo|13 3/4|n/a|Calcografía y Offset|Fábrica Nacional de Moneda y Timbre|2.000.000|1|La hoja bloque recoge, a la vez que la celebración de la EXFILNA, el centenario de una de las asociaciones filatélicas más antiguas de nuestro país: el Circulo Filatélico y Numismática de Málaga, fundado en 1895. El centro de la hoja, su sello, lleva como único motivo al Cenachero, vendedor ambulante muy popular en tierras malagueñas, portador del cenacho, espuerta de esparto o palma, donde lleva el pescado, le adornan otros motivos monumentales de la ciudad.
1995|1995/10/11|3434|3394|América UPAEP|Lagunas manchegas y patos colorado-ámade real|60 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|1|Las Lagunas de Ruidera, en el Alto Guadiana, merecen consideración especial; de las diecisiete que forman el conjunto, siete son de Ciudad Real y las otras diez de Albacete; todas albergue obligado de las aves migratorias que huyen de los frías del Norte hacia África y a menudo se quedan y crían en ellas. Por desgracia, en los últimos años, a causa de la proliferación de pozos para el riego y de la sequía, se han ido desecando, con la disminución progresiva de la fauna de tierra y de las aves en tránsito. El Guadiana con sus afluentes, las alimenta y pasa por ellas y desaparece para aflorar al Sur y regar nuevas tierras; se dice de él y aún no está del todo resuelto su misterio que es el río más singular y anómalo de España.
